,,,2018-19 School Grades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Legend for School Types: 01=Elementary; 02=Middle; 03=High; 04=Combination ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Additional information is available in the School Grades calculations guide at http://www.fldoe.org/accountability/accountability-reporting/school-grades/.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
District Number,District Name,School Number,School Name,Total Points Earned,Total Components,Percent of Total Possible Points,Percent Tested,Grade 2019,Grade 2018,Grade 2017,Grade 2016,Informational Baseline Grade 2015,Grade 2014,Grade 2013,Grade 2012,Grade 2011,Grade 2010,Grade 2009,Grade 2008,Grade 2007,Grade 2006,Grade 2005,Grade 2004,Grade 2003,Grade 2002,Grade 2001,Grade 2000,Grade 1999,Was the collocated rule used?,Collocated Number,Charter School,Title I,Alternative/ESE Center School,School Type,Percent of Minority Students,Percent of Economically Disadvantaged Students
3,BAY,491,A. CRAWFORD MOSLEY HIGH SCHOOL,645,10,65,97,A,B,B,B,A,B,A,B,A,B,B,A,B,A,A,B,A,C,C,C,C,N,,NO,NO,N,3,23.3,51.6
3,BAY,501,TYNDALL ELEMENTARY SCHOOL,473,7,68,97,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,C,N,,NO,NO,N,1,45.2,54.3
3,BAY,511,TOMMY SMITH ELEMENTARY SCHOOL,407,7,58,99,B,B,B,B,C,C,C,B,A,B,A,A,A,B,A,B,A,C,C,A,C,N,,NO,YES,N,1,18.4,73.4
3,BAY,521,PATRONIS ELEMENTARY SCHOOL,469,7,67,99,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,C,N,,NO,NO,N,1,21.4,45.7
3,BAY,541,DEANE BOZEMAN SCHOOL,705,11,64,99,A,A,B,C,B,C,C,C,B,B,B,A,B,A,B,B,A,B,N,,,N,,NO,YES,N,4,8.6,65.3
3,BAY,551,J.R. ARNOLD HIGH SCHOOL,554,10,55,97,B,A,B,C,A,B,B,B,B,B,A,B,B,B,B,C,B,B,N,,,N,,NO,NO,N,3,22,41.5
3,BAY,571,BREAKFAST POINT ACADEMY,572,9,64,99,A,B,A,A,A,A,A,A,A,A,A,,,,,,,,,,,N,,NO,NO,N,4,26.7,53.2
3,BAY,701,BAY HAVEN CHARTER ACADEMY,462,7,66,100,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,N,,,,,N,,YES,NO,N,1,23.3,50.8
3,BAY,711,BAY HAVEN CHARTER MIDDLE SCHOOL,615,9,68,100,A,A,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,N,,YES,NO,N,2,28.9,42.1
3,BAY,731,NORTH BAY HAVEN CHARTER ACADEMY MIDDLE SCHOOL,606,9,67,100,A,A,A,B,A,A,A,A,A,,,,,,,,,,,,,N,,YES,NO,N,2,24.6,49.9
3,BAY,741,NORTH BAY HAVEN CAREER ACADEMY,785,10,79,100,A,A,A,A,A,A,A,A,,,,,,,,,,,,,,N,,YES,NO,N,3,26.4,37.6
3,BAY,751,NORTH BAY HAVEN CHARTER ACADEMY ELEMENTARY SCHOOL,444,7,63,100,A,B,A,B,A,A,B,A,A,,,,,,,,,,,,,N,,YES,NO,N,1,29.3,50.8
3,BAY,771,PALM BAY PREPARATORY ACADEMY 6-12,481,11,44,99,C,C,C,C,B,C,C,B,D,D,D,,,,,,,,,,,N,,YES,NO,N,4,31.5,100
3,BAY,801,PALM BAY ELEMENTARY SCHOOL,314,7,45,100,C,B,,,,,,,,,,,,,,,,,,,,N,,YES,YES,N,1,40,100
3,BAY,2701,RISING LEADERS ACADEMY,733,9,81,96,A,A,A,A,A,B,,,,,,,,,,,,,,,,N,,YES,NO,N,4,37.2,29.1
3,BAY,2711,UNIVERSITY ACADEMY SABL INC,741,9,82,99,A,A,A,A,A,A,,,,,,,,,,,,,,,,N,,YES,NO,N,4,21.6,7.1
3,BAY,7004,BAY VIRTUAL FRANCHISE,599,7,86,98,A,A,A,,,,,,,,,,,,,,,,,,,N,,NO,NO,N,4,16.1,17.9
3,BAY,7006,BAY VIRTUAL INSTRUCTION (COURSE OFFERINGS),114,2,57,,B,A,,,,,,,,,,,,,,,,,,,,N,,NO,NO,N,3,6.3,30
4,BRADFORD,21,BRADFORD HIGH SCHOOL,571,10,57,95,B,B,C,D,C,C,C,B,C,D,D,C,D,C,D,C,C,C,C,C,D,N,,NO,YES,N,3,29.5,82.4
4,BRADFORD,51,STARKE ELEMENTARY SCHOOL,354,7,51,99,C,C,C,C,F,C,C,B,A,C,A,C,B,B,B,C,C,C,B,C,D,N,,NO,YES,N,1,32.8,99.2
4,BRADFORD,81,SOUTHSIDE ELEMENTARY SCHOOL,288,7,41,99,C,C,C,C,C,D,C,C,B,B,B,A,B,A,C,C,A,C,C,C,C,N,,NO,YES,N,1,38.4,100
4,BRADFORD,131,LAWTEY ELEMENTARY SCHOOL,343,7,49,98,C,B,C,C,C,D,C,C,B,C,B,B,C,B,A,B,B,B,C,C,A,N,,NO,YES,N,1,22.5,99.5
4,BRADFORD,161,BROOKER ELEMENTARY SCHOOL,254,5,51,100,C,C,B,B,C,A,,D,,,B,A,,B,,,,C,C,A,,N,,NO,YES,N,1,7.1,91.8
4,BRADFORD,172,BRADFORD MIDDLE SCHOOL,437,9,49,97,C,C,C,C,C,C,D,C,B,C,B,B,C,C,C,C,B,B,C,C,C,N,,NO,YES,N,2,29.8,96.6
4,BRADFORD,181,HAMPTON ELEMENTARY SCHOOL,336,7,48,99,C,C,C,C,C,A,C,B,C,A,C,A,A,A,A,A,A,D,C,C,B,N,,NO,YES,N,1,9.2,100
5,BREVARD,11,TITUSVILLE HIGH SCHOOL,580,10,58,97,B,B,B,B,A,A,A,A,B,B,B,A,A,B,C,B,A,B,C,C,C,N,,NO,NO,N,3,38.3,46.9
5,BREVARD,51,OAK PARK ELEMENTARY SCHOOL,305,7,44,99,C,C,C,C,B,C,B,B,A,A,A,A,A,A,A,A,A,B,A,A,C,N,,NO,YES,N,1,42.9,77.7
5,BREVARD,52,JAMES MADISON MIDDLE SCHOOL,444,9,49,98,C,C,C,C,C,D,C,B,A,A,A,A,A,A,B,A,A,B,C,C,C,N,,NO,YES,N,2,35.6,73.7
