,,,2018-19 School Grades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Legend for School Types: 01=Elementary; 02=Middle; 03=High; 04=Combination ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Additional information is available in the School Grades calculations guide at http://www.fldoe.org/accountability/accountability-reporting/school-grades/.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
District Number,District Name,School Number,School Name,English Language Arts Achievement,English Language Arts Learning Gains,English Language Arts Learning Gains of the Lowest 25%,Mathematics Achievement,Mathematics Learning Gains,Mathematics Learning Gains of the Lowest 25%,Science Achievement,Social Studies Achievement,Middle School Acceleration,Graduation Rate 2017-18,College and Career Acceleration 2017-18,Total Points Earned,Total Components,Percent of Total Possible Points,Percent Tested,Grade 2019,Grade 2018,Grade 2017,Grade 2016,Informational Baseline Grade 2015,Grade 2014,Grade 2013,Grade 2012,Grade 2011,Grade 2010,Grade 2009,Grade 2008,Grade 2007,Grade 2006,Grade 2005,Grade 2004,Grade 2003,Grade 2002,Grade 2001,Grade 2000,Grade 1999,Was the collocated rule used?,Collocated Number,Charter School,Title I,Alternative/ESE Center School,School Type,Percent of Minority Students,Percent of Economically Disadvantaged Students
06,BROWARD,0151,RIVERLAND ELEMENTARY SCHOOL,46,45,46,62,61,41,39,,,,,340,7,49,99,C,C,C,C,D,C,D,C,B,A,A,A,B,A,A,B,C,C,C,D,D,N,,NO,YES,N,01,95.9,94.5
06,BROWARD,0161,WEST HOLLYWOOD ELEMENTARY SCHOOL,41,53,48,52,55,37,41,,,,,327,7,47,100,C,C,C,C,C,D,C,B,A,C,A,A,B,A,C,B,B,B,C,C,C,N,,NO,YES,N,01,92,92.6
06,BROWARD,0171,SOUTH BROWARD HIGH SCHOOL,56,49,33,43,38,26,59,69,,89,55,517,10,52,98,C,C,C,C,B,C,B,C,B,B,B,D,C,C,C,C,C,C,C,C,C,N,,NO,NO,N,03,74.2,68.4
06,BROWARD,0185,POMPANO BEACH INSTITUTE OF INTERNATIONAL STUDIES,94,64,80,87,50,63,97,97,,99,91,822,10,82,100,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,C,C,C,N,,NO,NO,N,03,55.6,40.7
06,BROWARD,0191,WILTON MANORS ELEMENTARY SCHOOL,59,66,58,68,72,69,46,,,,,438,7,63,100,A,C,C,C,B,C,B,B,A,A,A,A,A,A,A,A,B,B,A,C,D,N,,NO,YES,N,01,80.6,73.5
06,BROWARD,0201,BENNETT ELEMENTARY SCHOOL,46,56,55,49,66,48,33,,,,,353,7,50,99,C,C,C,D,C,C,B,A,A,A,A,C,A,A,A,A,A,A,C,C,C,N,,NO,YES,N,01,85.6,88.2
06,BROWARD,0211,STRANAHAN HIGH SCHOOL,39,47,36,35,38,37,47,48,,88,47,462,10,46,97,C,C,C,C,C,C,B,C,B,B,C,D,C,C,D,C,C,C,C,C,C,N,,NO,NO,N,03,94.2,82.8
06,BROWARD,0221,CROISSANT PARK ELEMENTARY SCHOOL,48,58,46,57,63,51,30,,,,,353,7,50,99,C,C,C,C,C,C,C,B,A,A,A,A,A,A,A,B,C,C,C,C,D,N,,NO,YES,N,01,81.4,87.6
06,BROWARD,0231,COLBERT ELEMENTARY SCHOOL,45,50,48,56,53,55,35,,,,,342,7,49,100,C,C,C,D,D,D,D,C,C,C,C,C,B,B,B,B,B,D,C,D,D,N,,NO,YES,N,01,95.4,91.2
06,BROWARD,0241,MCARTHUR HIGH SCHOOL,42,44,40,31,40,43,59,66,,93,78,536,10,54,96,B,C,C,B,B,B,A,A,A,C,C,D,D,C,C,C,C,C,C,C,C,N,,NO,NO,N,03,89,74
06,BROWARD,0251,SUNRISE MIDDLE SCHOOL,58,55,42,58,54,43,43,66,76,,,495,9,55,99,B,B,B,B,B,B,B,A,A,A,B,B,C,A,B,C,B,B,C,C,C,N,,NO,YES,N,02,71.7,70
06,BROWARD,0271,DILLARD ELEMENTARY SCHOOL,34,58,68,59,62,49,22,,,,,352,7,50,99,C,C,D,F,F,C,D,C,B,F,A,A,C,C,A,A,A,C,D,D,F,N,,NO,YES,N,01,99.5,97.8
06,BROWARD,0321,WALKER ELEMENTARY SCHOOL (MAGNET),25,38,51,25,39,28,18,,,,,224,7,32,99,D,C,D,F,F,F,D,C,C,F,C,D,D,C,C,C,D,C,C,C,D,N,,NO,YES,N,01,96.7,97.5
06,BROWARD,0331,COLLINS ELEMENTARY SCHOOL,39,34,25,57,61,57,22,,,,,295,7,42,99,C,D,A,B,C,A,B,A,A,B,A,C,C,A,B,C,C,D,D,D,D,N,,NO,YES,N,01,93.8,92.6
06,BROWARD,0341,BETHUNE MARY M ELEMENTARY SCHOOL,36,59,64,54,54,59,33,,,,,359,7,51,100,C,D,C,F,D,C,C,B,C,B,B,C,C,A,C,B,C,C,C,C,D,N,,NO,YES,N,01,95.3,96.2
06,BROWARD,0343,ATTUCKS MIDDLE SCHOOL,47,52,45,47,51,49,43,67,82,,,483,9,54,99,B,C,C,C,C,B,C,B,A,A,A,A,C,B,C,C,B,C,C,D,D,N,,NO,YES,N,02,86,84.9
06,BROWARD,0361,BLANCHE ELY HIGH SCHOOL,37,42,34,18,24,33,44,52,,94,69,447,10,45,98,C,C,C,C,B,C,B,A,A,C,D,C,D,D,C,D,D,D,D,D,D,N,,NO,NO,N,03,96.8,87.8
06,BROWARD,0371,DILLARD  6-12,35,43,33,35,48,49,42,53,73,94,71,576,11,52,96,C,C,C,C,C,B,A,C,B,B,D,D,D,C,D,D,D,F,D,D,D,N,,NO,YES,N,04,97,84.4
06,BROWARD,0391,DEERFIELD PARK ELEMENTARY SCHOOL,30,41,49,63,57,50,26,,,,,316,7,45,100,C,C,B,D,D,D,C,D,D,C,B,B,B,A,B,B,C,C,C,D,D,N,,NO,YES,N,01,98.6,93.5
06,BROWARD,0403,HALLANDALE HIGH SCHOOL,31,38,29,27,32,35,41,51,,95,83,462,10,46,95,C,C,C,C,B,B,A,A,C,C,C,C,F,C,D,D,D,D,D,D,D,N,,NO,NO,N,03,94.9,84.4
06,BROWARD,0461,OAKRIDGE ELEMENTARY SCHOOL,40,53,56,35,46,39,31,,,,,300,7,43,100,C,D,C,C,D,D,D,C,C,A,A,A,A,A,B,A,A,C,C,D,C,N,,NO,YES,N,01,92.5,92.7
06,BROWARD,0471,OLSEN MIDDLE SCHOOL,35,44,35,41,45,47,34,47,57,,,385,9,43,97,C,C,C,C,C,B,C,B,B,A,B,A,C,A,C,C,B,B,C,C,C,N,,NO,YES,N,02,82.3,83.8
06,BROWARD,0481,MCNICOL MIDDLE SCHOOL,37,43,36,41,45,36,40,66,80,,,424,9,47,99,C,C,C,C,C,C,D,C,C,C,B,C,D,B,C,C,C,C,C,D,D,N,,NO,YES,N,02,95.7,89.2
06,BROWARD,0491,HARBORDALE ELEMENTARY SCHOOL,82,71,75,79,79,62,58,,,,,506,7,72,100,A,A,A,B,A,B,A,A,B,B,A,A,A,A,A,A,B,A,A,A,C,N,,NO,NO,N,01,45.1,35.9
06,BROWARD,0501,BROWARD ESTATES ELEMENTARY SCHOOL,41,52,69,66,82,72,33,,,,,415,7,59,100,B,C,C,D,F,F,F,D,D,C,A,C,C,B,A,C,C,C,A,D,D,N,,NO,YES,N,01,98,97.6
06,BROWARD,0511,WATKINS ELEMENTARY SCHOOL,53,65,61,59,73,56,36,,,,,403,7,58,100,B,C,B,D,D,F,D,C,C,A,A,A,B,A,C,C,C,D,C,D,D,N,,NO,YES,N,01,98,92.5
06,BROWARD,0521,NORTH ANDREWS GARDENS ELEMENTARY SCHOOL,63,65,55,66,69,57,54,,,,,429,7,61,100,B,B,B,C,C,C,B,A,A,A,A,A,A,A,A,B,A,B,A,B,C,N,,NO,YES,N,01,78.8,78.9
06,BROWARD,0531,MIRAMAR ELEMENTARY SCHOOL,47,55,44,61,62,57,42,,,,,368,7,53,100,C,C,C,C,C,D,C,B,A,A,A,A,A,A,B,A,B,D,C,C,D,N,,NO,YES,N,01,99,92
06,BROWARD,0551,PLANTATION MIDDLE SCHOOL,47,49,43,43,42,35,38,55,71,,,423,9,47,98,C,C,C,C,C,D,C,C,B,B,C,B,C,A,C,B,B,B,A,C,C,N,,NO,YES,N,02,92.2,83.4
06,BROWARD,0561,NORCREST ELEMENTARY SCHOOL,47,56,48,57,63,51,49,,,,,371,7,53,100,C,C,C,C,C,C,B,A,B,B,B,A,A,A,B,A,A,C,B,A,D,N,,NO,YES,N,01,71.7,76.8
06,BROWARD,0571,TEDDER ELEMENTARY SCHOOL,44,66,67,59,71,66,30,,,,,403,7,58,100,B,C,C,D,D,D,D,D,C,C,A,B,B,A,D,C,D,C,C,D,D,N,,NO,YES,N,01,97.3,95.5
06,BROWARD,0581,MARGATE MIDDLE SCHOOL,49,57,48,46,49,39,40,66,88,,,482,9,54,98,B,B,C,B,C,C,C,B,B,B,A,A,C,A,B,C,C,C,C,C,C,N,,NO,YES,N,02,88.9,82.1
06,BROWARD,0611,SUNLAND PARK ACADEMY,54,,,73,,,,,,,,127,2,64,100,A,B,C,C,F,A,D,F,D,D,F,F,F,D,D,D,F,C,C,D,D,N,,NO,YES,N,01,99.5,97.5
06,BROWARD,0621,LARKDALE ELEMENTARY SCHOOL,20,39,32,41,71,57,13,,,,,273,7,39,100,D,D,F,C,F,F,D,C,B,D,C,D,F,C,F,C,D,C,D,D,D,N,,NO,YES,N,01,100,97.6
06,BROWARD,0631,WESTWOOD HEIGHTS ELEMENTARY SCHOOL,35,56,60,54,49,43,33,,,,,330,7,47,99,C,B,C,D,F,F,F,D,C,C,C,C,C,C,B,C,D,C,D,D,D,N,,NO,YES,N,01,98.2,94.1
06,BROWARD,0641,BAYVIEW ELEMENTARY SCHOOL,90,76,81,89,84,82,77,,,,,579,7,83,100,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,N,,NO,NO,N,01,35.6,23.9
06,BROWARD,0691,STIRLING ELEMENTARY SCHOOL,57,60,45,57,64,47,45,,,,,375,7,54,97,B,C,C,C,B,C,B,A,A,B,A,A,A,A,B,A,B,B,C,A,C,N,,NO,YES,N,01,77.4,79.3
06,BROWARD,0701,PARKWAY MIDDLE SCHOOL,42,46,32,42,39,28,43,50,74,,,396,9,44,98,C,C,C,C,C,C,D,C,C,C,C,C,C,A,C,C,C,C,C,C,D,N,,NO,YES,N,04,93.9,85.1
06,BROWARD,0711,ORANGE BROOK ELEMENTARY SCHOOL,39,47,38,56,60,30,17,,,,,287,7,41,100,C,C,C,C,C,C,B,A,A,A,A,A,A,A,A,A,B,C,A,D,C,N,,NO,YES,N,01,94.1,90.5
06,BROWARD,0721,DRIFTWOOD ELEMENTARY SCHOOL,56,70,74,56,66,63,38,,,,,423,7,60,100,B,C,B,C,C,D,C,B,A,A,A,A,A,A,A,A,C,B,A,C,C,N,,NO,YES,N,01,87.7,77.9
06,BROWARD,0731,TROPICAL ELEMENTARY SCHOOL,73,66,57,76,74,54,56,,,,,456,7,65,100,A,B,B,B,A,C,B,A,A,A,A,A,A,A,A,A,A,B,C,A,C,N,,NO,YES,N,01,63.6,50.9
06,BROWARD,0751,POMPANO BEACH ELEMENTARY SCHOOL,37,60,53,50,66,61,31,,,,,358,7,51,100,C,C,C,D,F,F,F,D,C,A,A,B,B,C,C,B,B,B,D,D,D,N,,NO,YES,N,01,91.7,95.4
